id,name,catchment-area,easting,northing,latitude,longitude,river,location,station-level,measuring-authority-id,measuring-authority-station-id,hydrometric-area,opened,closed,station-type,bankfull-flow,structurefull-flow,sensitivity,nrfa-mean-flow,nrfa-peak-flow,feh-pooling,feh-qmed,feh-neither,nhmp,benchmark,live-data,eflag,historic-droughts,marius,outlook-analogues,outlook-esp,factors-affecting-runoff,gdf-start-date,gdf-end-date,gdf-mean-flow,gdf-min-flow,gdf-first-date-of-min,gdf-last-date-of-min,gdf-max-flow,gdf-first-date-of-max,gdf-last-date-of-max,gdf-q95-flow,gdf-q70-flow,gdf-q50-flow,gdf-q10-flow,gdf-q05-flow,gdf-base-flow-index,gdf-day-count,gdf-flow-count,gdf-percent-complete,peak-flow-start-date,peak-flow-end-date,qmed,minimum-altitude,10-percentile-altitude,50-percentile-altitude,90-percentile-altitude,maximum-altitude,saar-1941-1970,saar-1961-1990,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban,high-perm-bedrock,moderate-perm-bedrock,low-perm-bedrock,mixed-perm-bedrock,high-perm-superficial,low-perm-superficial,mixed-perm-superficial,propwet,bfihost,farl,dpsbar,sprhost,rmed-1d,rmed-2d,rmed-1h,ldp,dplbar,altbar,aspbar,aspvar,ihdtm-height,ihdtm-catchment-area,mean-flood-plain-depth,mean-flood-plain-location,mean-flood-plain-extent,urbext-1990,urbconc-1990,urbloc-1990,urbext-2000,urbconc-2000,urbloc-2000,data-summary
28086,Sence at South Wigston,113.0,458810,297680,52.57377,-1.13365,Sence,South Wigston,66.5,EA-EM,4086,28,01/01/1983,,IV,,,,True,True,True,True,False,False,False,False,False,False,False,False,False,EI,01/08/1971,30/09/2021,0.957,0.003,19/07/1984,09/09/1984,23.77,06/11/2000,06/11/2000,0.136,0.241,0.401,2.187,3.643,0.41,18324.0,18161.0,99.11,01/09/1983,,21.295,68.2,86.7,120.3,162.8,221.8,666.0,642.0,0.0575,0.421,0.4109,0.0002,0.1023,0.0176,0.4773,0.4294,0.0018,0.0727,,,0.9963,0.0037,0.0093,,0.8537,0.29,0.36,0.997,36.3,43.28,32.8,40.9,11.9,26.35,12.62,123.0,285.0,0.15,68.2,126.21,0.584,0.724,0.0737,0.0274,0.769,0.468,0.0348,0.862,0.5,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
28102,Blythe at Whitacre,194.3,421210,291150,52.51782,-1.68886,Blythe,Whitacre,71.5,EA-WM,,28,01/01/1986,27/05/1998,EM,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,E,30/04/1987,17/02/1996,1.203,0.058,20/08/1995,24/08/1995,21.61,15/12/1989,15/12/1989,0.225,0.354,0.47,2.883,5.083,0.4,3216.0,3066.0,95.336,,,,69.7,89.2,118.2,144.3,183.1,711.0,703.0,0.1545,0.34,0.33,,0.1614,0.0732,0.388,0.3662,0.0105,0.1534,,,0.0095,0.9905,0.2275,0.0195,0.2475,0.29,0.446,0.937,26.0,38.84,31.6,40.1,10.5,48.69,24.4,117.0,26.0,0.06,69.8,192.18,0.877,0.978,0.1141,0.0533,0.753,1.262,0.0615,0.891,1.309,gdf;gmf;cmr;cdr;cdr-d
28113,Erewash at Pinxton,26.9,445130,354210,53.08321,-1.3277,Erewash,Pinxton,80.8,EA-EM,4146,28,25/02/2000,,USVA,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,,01/01/2008,30/09/2021,0.293,0.031,07/05/2019,07/05/2019,8.32,14/11/2019,14/11/2019,0.067,0.121,0.181,0.585,0.903,0.49,5022.0,4657.0,92.732,,,,81.4,104.6,147.3,173.0,194.0,750.0,727.0,0.0465,0.2856,0.2673,0.0005,0.3966,0.0694,0.4378,0.1932,0.0127,0.2839,0.5709,,,0.4291,,,0.0653,0.35,0.551,0.97,55.4,26.97,32.1,40.7,11.1,9.78,5.07,142.0,220.0,0.14,81.4,26.93,0.274,0.981,0.0396,0.1215,0.733,1.103,0.1825,0.891,1.101,gdf;gmf;cmr;cdr;cdr-d
29001,Waithe Beck at Brigsley,108.3,525280,401600,53.49619,-0.11293,Waithe Beck,Brigsley,15.7,EA-LN,29001,29,01/01/1960,,FL,,17.0,2.9,True,True,False,True,False,False,False,True,False,False,False,False,False,PGEI,01/10/1960,30/09/2021,0.305,0.009,01/09/1991,31/07/1996,6.42,25/06/2007,25/06/2007,0.063,0.13,0.195,0.681,0.919,0.85,22280.0,22244.0,99.838,19/08/1960,,2.04,16.4,56.0,94.5,127.3,161.8,730.0,691.0,0.0347,0.7294,0.1974,,0.0196,0.0374,0.8487,0.0876,0.0034,0.0217,1.0,,,,0.0084,,0.2169,0.29,0.88,0.961,52.2,11.46,32.1,40.1,10.3,24.3,13.94,94.0,37.0,0.19,16.4,108.75,0.282,0.815,0.0416,0.0045,,,0.0064,0.587,0.928,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
29002,Great Eau at Claythorpe Mill,77.4,541600,379310,53.29184,0.12292,Great Eau,Claythorpe Mill,6.6,EA-LN,29002,29,01/01/1962,,C B,12.8,1.0,11.6,True,True,False,True,False,False,False,True,False,True,False,False,True,GI,01/10/1962,30/09/2021,0.642,0.154,07/09/1991,26/09/1991,7.35,01/11/1968,01/11/1968,0.25,0.399,0.529,1.15,1.38,0.88,21550.0,21496.0,99.749,09/01/1962,,3.308,8.5,22.3,63.7,115.4,148.3,718.0,692.0,0.066,0.8234,0.0988,,0.0094,0.059,0.8465,0.0905,0.0012,0.0016,1.0,,,,0.1229,,0.2288,0.28,0.713,0.952,52.5,21.83,34.8,41.6,11.2,17.84,9.08,68.0,69.0,0.19,8.5,80.43,0.402,0.641,0.0627,0.0057,0.295,0.7,0.0019,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
29003,Lud at Louth,55.2,533700,387900,53.37105,0.00811,Lud,Louth,15.4,EA-LN,29003,29,01/01/1968,,C,,20.0,25.9,True,True,False,True,False,True,True,True,True,True,True,True,True,G,05/07/1968,30/09/2021,0.458,0.07,11/12/1991,11/12/1991,5.64,20/07/2007,20/07/2007,0.127,0.246,0.355,0.891,1.113,0.9,19446.0,19446.0,100.0,10/05/1966,,3.274,16.2,51.0,88.9,130.4,153.0,729.0,698.0,0.0579,0.7897,0.0986,,0.0531,0.0401,0.8161,0.0943,0.0007,0.0488,1.0,,,,0.0096,,0.2971,0.29,0.82,0.958,59.9,14.11,35.4,42.6,10.6,13.54,7.7,91.0,69.0,0.24,16.4,55.72,0.184,0.852,0.0247,0.0256,0.026,0.304,0.0223,0.837,0.24,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
29004,Ancholme at Bishopbridge,54.7,503210,391180,53.40735,-0.44889,Ancholme,Bishopbridge,3.8,EA-LN,29004,29,01/01/1968,,CC,,20.9,63.3,True,True,False,True,False,False,False,True,False,False,False,False,False,SRGI,14/03/1968,30/09/2021,0.538,0.0,16/10/1969,30/09/1972,14.5,26/04/1981,26/04/1981,0.032,0.206,0.386,1.08,1.48,0.5,19559.0,19557.0,99.99,13/03/1968,,6.098,7.9,10.8,21.9,54.3,67.7,635.0,615.0,0.0124,0.8022,0.1579,,0.0216,0.0109,0.8987,0.083,0.0001,0.0036,0.2116,0.3241,0.4643,,0.0787,0.0095,0.2875,0.26,0.558,0.996,11.5,29.37,29.0,36.7,11.3,16.09,8.54,28.0,62.0,0.34,7.9,59.03,1.285,0.772,0.2478,0.0035,,,0.0043,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
29005,Rase at Bishopbridge,66.6,503210,391180,53.40735,-0.44889,Rase,Bishopbridge,4.1,EA-LN,29005,29,01/01/1967,,C,,18.0,39.1,True,False,False,False,True,False,False,True,False,False,False,False,False,PGEI,05/06/1967,30/09/2021,0.557,0.0,05/06/1967,05/06/1967,17.6,11/11/2019,11/11/2019,0.067,0.153,0.263,1.08,1.76,0.51,19842.0,19833.0,99.955,,,,7.9,15.1,34.8,120.4,160.8,655.0,641.0,0.1199,0.4984,0.3291,,0.0463,0.1252,0.6213,0.217,0.0067,0.0288,0.206,0.2104,0.5836,,0.3837,0.0528,0.2214,0.29,0.52,0.996,28.8,38.09,31.7,38.5,10.7,21.99,12.43,49.0,257.0,0.35,8.3,63.27,1.264,0.729,0.1926,0.0156,0.567,1.01,0.0166,0.751,0.929,gdf;gmf;cmr;cdr;cdr-d
30002,Barlings Eau at Langworth Bridge,210.1,506600,376600,53.27568,-0.40282,Barlings Eau,Langworth Bridge,3.5,EA-LN,30902,30,01/01/1960,,FVUS,22.5,5.0,29.6,True,False,False,False,True,False,False,True,False,False,False,False,False,GI,01/10/1960,30/09/2021,1.374,0.003,21/09/1964,29/08/1976,41.3,26/06/2007,26/06/2007,0.048,0.204,0.48,3.507,5.728,0.43,22280.0,21541.0,96.683,,,,7.7,11.4,26.5,62.0,141.8,620.0,609.0,0.0343,0.7016,0.2032,,0.0568,0.034,0.8138,0.117,0.0004,0.0343,0.2199,0.3148,0.4653,,0.068,,0.6067,0.28,0.534,0.982,15.0,30.1,30.1,37.4,11.2,21.78,11.15,33.0,147.0,0.1,8.3,207.87,1.373,0.797,0.2421,0.0147,0.603,0.867,0.018,0.815,0.847,gdf;gmf;cmr;cdr;cdr-d
30003,Bain at Fulsby Lock,197.1,524080,360970,53.13146,-0.14689,Bain,Fulsby Lock,10.1,EA-LN,30003,30,01/01/1962,,B,42.0,46.1,24.2,True,True,True,True,False,False,False,True,False,False,False,False,False,SPI,01/10/1962,30/09/2021,1.293,0.002,29/06/1976,14/07/1976,47.2,26/04/1981,26/04/1981,0.123,0.362,0.706,3.0,4.28,0.59,21550.0,21543.0,99.968,21/09/1960,,16.909,9.5,33.1,79.7,125.0,153.4,704.0,667.0,0.0414,0.7738,0.1537,0.0001,0.0289,0.0353,0.7992,0.1486,0.0011,0.0134,0.4948,,0.5052,,0.0702,,0.6222,0.29,0.756,0.963,39.3,21.91,32.6,39.8,11.1,41.97,21.49,80.0,209.0,0.2,10.1,199.48,0.622,0.784,0.0809,0.012,0.534,0.741,0.0088,0.71,0.643,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
30004,Lymn at Partney Mill,61.6,540170,367590,53.18694,0.09633,Lymn,Partney Mill,14.9,EA-LN,30004,30,01/01/1962,,C,,,23.7,True,True,True,True,False,False,True,True,False,True,False,False,True,PI,04/05/1962,30/09/2021,0.506,0.046,30/08/1994,30/08/1994,11.75,26/04/1981,26/04/1981,0.153,0.254,0.348,0.952,1.354,0.64,21700.0,21665.0,99.839,04/05/1962,,7.24,13.7,33.3,60.8,104.8,145.6,696.0,686.0,0.0938,0.7277,0.1483,,0.0285,0.0597,0.7224,0.2103,0.0021,0.0048,0.6852,,0.3148,,0.0325,,0.1122,0.29,0.568,0.979,53.3,32.47,34.0,41.3,11.3,17.34,9.35,65.0,92.0,0.27,13.7,60.09,0.465,0.954,0.0605,0.0109,0.387,0.869,0.0059,0.644,0.973,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
30005,Witham at Saltersford Total,126.1,492700,333500,52.89097,-0.62361,Witham,Saltersford Total,57.7,EA-LN,30029,30,01/01/1973,,CB,,,17.0,True,True,False,True,False,False,False,True,False,False,False,False,False,RPGI,01/04/1968,30/09/2021,0.8,0.038,16/08/1976,16/08/1976,10.23,15/08/1980,15/08/1980,0.157,0.329,0.543,1.714,2.32,0.78,19541.0,19499.0,99.785,,,6.758,56.6,97.4,121.9,141.7,157.0,652.0,646.0,0.1064,0.605,0.2216,0.0019,0.0593,0.0588,0.7393,0.1835,0.0032,0.0145,0.8409,0.0171,0.1421,,0.0086,,0.2649,0.27,0.76,0.973,31.0,16.58,32.7,42.2,11.6,26.17,13.42,120.0,81.0,0.23,56.6,123.46,0.485,1.204,0.0925,0.0035,,,0.0137,0.66,1.224,gdf;gmf;cmr;cdr;cdr-d;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
30011,Bain at Goulceby Bridge,62.5,524590,379430,53.29718,-0.13207,Bain,Goulceby Bridge,52.2,EA-LN,30011,30,01/01/1971,,C VA,,30.0,31.6,True,True,False,True,False,False,False,True,False,True,False,False,True,SGI,01/08/1971,30/09/2021,0.349,0.024,22/08/1991,04/09/1991,9.59,11/06/2019,11/06/2019,0.074,0.151,0.233,0.73,0.966,0.74,18324.0,18291.0,99.82,17/06/1966,,2.482,52.9,76.1,113.6,133.5,153.3,744.0,695.0,0.0507,0.7665,0.1613,0.0001,0.0183,0.0586,0.7969,0.1396,0.0012,0.0019,0.9393,,0.0607,,0.0917,,0.4406,0.29,0.841,0.95,44.7,16.18,33.3,41.1,10.7,18.45,10.51,108.0,149.0,0.11,52.9,64.55,0.308,1.02,0.0522,0.0048,,,0.0018,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
30015,Cringle Brook at Stoke Rochford,50.5,492460,329680,52.85668,-0.62826,Cringle Brook,Stoke Rochford,76.0,EA-LN,30015,30,01/01/1976,,TP,,6.3,20.8,True,False,False,False,True,False,True,True,False,True,False,False,True,N,01/05/1976,30/09/2021,0.28,0.004,30/10/1990,30/10/1990,2.48,18/07/2001,18/07/2001,0.061,0.128,0.21,0.584,0.733,0.89,16589.0,16587.0,99.988,,,,70.6,107.4,131.5,148.1,157.0,656.0,656.0,0.0864,0.6302,0.2547,,0.0256,0.0841,0.7239,0.1893,0.0001,0.0017,0.8908,,0.1092,,,,0.1088,0.27,0.847,0.931,32.9,11.78,33.0,42.3,11.4,14.54,7.71,129.0,84.0,0.33,70.6,41.27,0.367,1.142,0.0855,0.0008,,,0.0035,,,gdf;gmf;cmr;cdr;cdr-d
31002,Glen at Kates Br & King St Br,341.9,510620,314870,52.72018,-0.36367,Glen,Kates Br & King St Br,6.1,EA-LN,31802,31,01/01/1960,,FVUS+FL,,,68.0,True,True,False,False,True,False,False,False,False,True,False,False,True,GI,01/10/1960,30/09/2021,1.151,0.0,02/07/1976,29/08/1976,23.65,27/04/1981,27/04/1981,0.04,0.193,0.485,2.858,4.459,0.59,22280.0,21829.0,97.976,01/01/1959,,16.994,8.2,24.2,73.2,110.9,134.5,618.0,608.0,0.1345,0.6519,0.1652,0.0008,0.0445,0.0844,0.7692,0.1348,0.0025,0.0085,0.3485,0.4797,0.1718,,0.0565,,0.3791,0.22,0.595,0.99,30.5,26.96,31.7,40.7,11.6,52.96,23.88,63.0,107.0,0.26,8.7,337.9,0.871,0.792,0.132,0.0063,0.006,0.881,0.0081,0.611,0.867,gdf;gmf;cmr;cdr;cdr-d;pot-flow;amax-flow
31006,Gwash at Belmesthorpe,150.0,503770,309720,52.67526,-0.46667,Gwash,Belmesthorpe,24.0,EA-LN,31006,31,01/01/1967,,C,,24.0,23.0,True,False,False,False,True,False,False,True,False,False,False,False,False,SRP,01/04/1967,30/09/2021,0.701,0.15,04/10/1967,06/09/1976,11.4,06/05/1969,06/05/1969,0.277,0.39,0.526,1.34,1.66,0.85,19907.0,19838.0,99.653,,,,24.0,61.5,100.9,147.4,212.0,639.0,630.0,0.1034,0.4821,0.2676,0.0001,0.0707,0.0703,0.5422,0.2547,0.0118,0.0398,0.5191,0.0468,0.4342,,,,0.28,0.28,0.666,0.979,36.6,23.98,30.2,39.5,11.8,38.81,22.57,103.0,100.0,0.33,24.1,149.17,0.462,0.917,0.0683,0.0108,0.531,0.868,0.0232,0.792,1.073,gdf;gmf;nmf;cmr;cdr;cdr-d
31007,Welland at Barrowden,411.6,494820,299910,52.58873,-0.6018,Welland,Barrowden,34.9,EA-LN,31007,31,01/02/1968,,C,,,13.5,True,False,False,False,False,False,False,False,False,False,False,False,False,SEI,01/02/1968,30/09/2021,1.894,0.028,19/08/1972,19/08/1972,70.55,10/03/1975,10/03/1975,0.234,0.468,0.858,4.243,5.715,0.5,19601.0,16941.0,86.429,,,,35.0,66.0,110.3,157.6,221.9,644.0,637.0,0.1064,0.4571,0.3964,,0.0335,0.0381,0.548,0.3755,0.0015,0.0312,0.0472,0.0261,0.9267,,0.0462,,0.3384,0.3,0.372,0.97,50.9,45.39,31.7,40.4,12.1,53.99,31.03,111.0,98.0,0.11,35.1,413.6,0.822,0.887,0.0981,0.0081,0.598,1.06,0.0131,0.769,1.128,gdf;gmf;nmf;cmr;cdr;cdr-d
31010,Chater at Fosters Bridge,68.9,496070,303020,52.61646,-0.58246,Chater,Fosters Bridge,38.4,EA-LN,31010,31,01/01/1968,,CC,,19.2,,True,True,False,True,False,False,False,True,True,True,False,False,True,N,03/01/1968,30/09/2021,0.521,0.019,07/07/1976,22/08/1976,12.7,10/04/1998,10/04/1998,0.076,0.167,0.268,1.16,1.75,0.53,19630.0,19630.0,100.0,01/01/1968,,10.04,38.8,70.1,107.5,164.1,229.3,640.0,640.0,0.1395,0.5109,0.3168,,0.0307,0.0505,0.5902,0.3297,0.0036,0.0254,0.2821,0.0064,0.7115,,,,0.2034,0.3,0.529,0.998,61.5,33.1,30.6,39.6,12.2,25.06,11.49,113.0,107.0,0.17,38.8,68.81,0.293,0.807,0.0317,0.0041,,,0.005,,,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
31016,North Brook at Empingham,36.5,495710,308880,52.66919,-0.58608,North Brook,Empingham,50.4,EA-LN,31016,31,01/01/1969,,C,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,SI,05/02/1969,30/09/2021,0.248,0.008,19/09/1998,19/09/1998,1.77,25/02/1977,25/02/1977,0.077,0.135,0.19,0.491,0.624,0.92,19231.0,19187.0,99.771,,,,51.5,84.4,114.0,138.1,155.4,641.0,630.0,0.1335,0.6001,0.1877,,0.0704,0.0951,0.7138,0.1472,0.0095,0.0306,1.0,,,,,,0.3841,0.3,0.779,0.91,32.2,16.0,30.7,39.7,12.1,12.88,6.75,112.0,110.0,0.37,51.5,35.23,0.431,1.193,0.0789,0.0041,,,0.0244,0.744,1.39,gdf;gmf;nmf;cmr;cdr;cdr-d
31021,Welland at Ashley,250.7,481880,291570,52.51587,-0.79482,Welland,Ashley,55.7,EA-LN,31021,31,01/01/1970,,C VA,22.1,4.9,32.4,True,False,False,False,True,False,False,True,False,True,False,False,True,REI,01/10/1970,30/09/2021,1.498,0.03,25/08/1976,25/08/1976,35.32,27/04/1981,27/04/1981,0.135,0.272,0.522,3.71,6.36,0.37,18628.0,18524.0,99.442,,,,56.2,76.7,113.4,155.7,215.8,654.0,640.0,0.0739,0.4589,0.4219,,0.0412,0.0243,0.5212,0.4138,0.0017,0.0374,,0.0003,0.9997,,0.0661,,0.3793,0.3,0.325,0.992,47.2,47.92,32.0,40.7,12.1,33.2,17.89,115.0,105.0,0.1,56.2,247.08,0.767,0.832,0.1001,0.0096,0.651,1.053,0.0178,0.8,1.003,gdf;gmf;nmf;cmr;cdr;cdr-d
32003,Harpers Brook at Old Mill Bridge,74.3,498360,279840,52.40773,-0.55549,Harpers Brook,Old Mill Bridge,30.3,EA-LN,32003,32,01/01/1938,,FV,,15.2,16.3,True,True,False,True,False,False,True,True,True,True,False,False,True,N,01/12/1938,30/09/2021,0.436,0.015,26/08/1976,26/08/1976,31.3,09/04/1998,09/04/1998,0.074,0.128,0.193,0.937,1.546,0.47,30255.0,29972.0,99.065,01/12/1938,,13.181,30.5,57.4,90.4,122.2,145.9,618.0,622.0,0.2098,0.5166,0.2251,,0.0463,0.1927,0.5842,0.1773,0.0085,0.0369,,0.8024,0.1976,,,,0.734,0.3,0.415,1.0,37.7,40.93,31.5,39.9,12.6,26.99,12.5,89.0,112.0,0.19,30.6,70.46,0.466,1.013,0.0618,0.0081,0.53,1.108,0.017,0.764,1.153,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
32004,Ise Brook at Harrowden,194.0,489920,271250,52.33198,-0.68183,Ise Brook,Harrowden,45.3,EA-LN,32004,32,01/01/1943,,FV,,26.0,58.3,True,True,False,True,False,False,False,True,False,False,False,False,False,SI,01/12/1943,30/09/2021,1.363,0.001,11/11/2008,11/11/2008,35.9,10/04/1998,10/04/1998,0.182,0.425,0.697,3.01,4.77,0.53,28429.0,27661.0,97.299,01/12/1943,,14.997,47.2,73.0,107.1,145.6,195.5,631.0,635.0,0.0923,0.5129,0.2786,0.0004,0.1098,0.0486,0.592,0.2466,0.0038,0.1056,,0.5563,0.4437,,0.029,0.0027,0.3879,0.29,0.542,0.974,40.0,35.15,30.8,39.2,12.6,44.65,18.99,108.0,97.0,0.16,47.2,194.36,0.474,1.036,0.0605,0.0355,0.75,0.601,0.063,0.865,0.644,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
32007,Nene/Brampton at St Andrews Total,232.8,474900,261360,52.24534,-0.9044,Nene/Brampton,St Andrews Total,59.4,EA-LN,32807,32,01/01/1939,,FLB,,,25.8,True,True,False,True,False,False,False,True,False,False,False,False,False,SPEI,01/04/1939,30/09/2021,1.152,0.014,12/08/1944,17/08/1944,24.94,15/08/1980,15/08/1980,0.224,0.402,0.618,2.372,3.71,0.57,30134.0,28241.0,93.718,01/11/1940,,19.067,59.4,87.0,115.6,153.5,206.4,642.0,648.0,0.089,0.5372,0.2834,0.0,0.0751,0.0359,0.5888,0.2922,0.0011,0.0652,,0.5237,0.4763,,0.0089,,0.325,0.3,0.543,0.918,43.1,35.17,31.5,40.8,12.4,24.9,15.3,118.0,156.0,0.14,59.4,233.02,0.49,0.889,0.0608,0.0194,0.684,0.365,0.0417,0.824,0.505,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-flow;amax-flow
32008,Nene/Kislingbury at Dodford,107.0,462750,260700,52.24092,-1.08245,Nene/Kislingbury,Dodford,79.2,EA-LN,32008,32,01/01/1945,,C,,10.0,20.8,True,True,False,False,True,False,False,True,False,False,False,False,False,E,01/03/1945,30/09/2021,0.643,0.037,07/09/1949,11/09/1949,10.0,11/07/1968,09/03/1975,0.122,0.224,0.348,1.42,2.15,0.57,27973.0,27806.0,99.403,01/03/1945,,9.894,80.5,102.3,130.2,161.0,212.7,687.0,660.0,0.0773,0.5053,0.3202,,0.0901,0.0238,0.5201,0.3674,0.0032,0.079,,0.0622,0.9378,,0.2326,,0.2411,0.3,0.455,0.958,41.7,42.75,33.2,41.6,12.3,18.25,10.42,131.0,121.0,0.13,80.5,104.26,0.665,0.863,0.0863,0.0231,0.674,1.396,0.0411,0.822,1.305,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
32019,Slade Brook at Kettering,58.3,487200,276300,52.37781,-0.72042,Slade Brook,Kettering,56.2,EA-LN,32033,32,01/01/1970,,FV,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,SEI,01/09/1970,30/09/2021,0.359,0.018,08/09/2021,08/09/2021,16.4,23/12/2020,23/12/2020,0.06,0.133,0.216,0.748,1.11,0.58,18658.0,17293.0,92.684,,,,56.9,77.6,109.8,139.8,162.4,632.0,636.0,0.088,0.5198,0.2232,0.0002,0.1589,0.044,0.5601,0.2242,0.0048,0.1593,,0.6336,0.3664,,,0.0056,0.2323,0.29,0.622,0.956,44.4,31.52,31.0,39.1,12.8,17.05,7.34,109.0,91.0,0.25,57.0,56.38,0.303,0.971,0.0409,0.0507,0.764,0.58,0.0894,0.893,0.632,gdf;gmf;nmf;cmr;cdr;cdr-d
32020,Wittering Brook at Wansford,46.9,508900,299500,52.58241,-0.39419,Wittering Brook,Wansford,9.1,EA-LN,,32,01/01/1970,1985-04,C,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,EI,01/03/1970,11/04/1985,0.227,0.011,27/08/1976,27/08/1976,1.4,26/04/1981,26/04/1981,0.091,0.136,0.18,0.423,0.52,0.86,5521.0,5520.0,99.982,,,,8.9,29.9,62.9,85.2,96.3,590.0,568.0,0.1199,0.596,0.2092,,0.0659,0.1422,0.6167,0.1668,0.0198,0.05,0.7424,0.1392,0.1184,,0.0215,,0.0153,0.21,0.89,0.974,25.7,9.7,28.7,37.8,11.6,13.31,6.73,60.0,107.0,0.34,8.9,44.99,0.448,1.136,0.0922,0.0134,0.623,0.974,0.0219,0.745,1.056,gdf;gmf;nmf;cmr;cdr;cdr-d
33011,Little Ouse at County Bridge Euston,128.7,589242,280188,52.38701,0.77941,Little Ouse,County Bridge Euston,13.4,EA-EA,33011,33,01/01/1960,,CB,,30.0,12.2,True,True,True,True,False,False,False,True,False,False,False,False,False,GEI,20/09/1948,30/09/2021,0.494,0.0,14/08/1949,29/08/1976,11.0,10/03/1952,10/03/1952,0.071,0.178,0.306,0.97,1.47,0.69,26674.0,25685.0,96.292,02/10/1960,,4.036,12.7,24.0,39.4,55.4,65.5,602.0,596.0,0.1178,0.7036,0.1459,,0.0316,0.105,0.6506,0.2211,0.0006,0.0202,1.0,,,,0.0442,,0.7332,0.28,0.652,0.985,17.4,26.08,27.5,34.9,10.7,30.12,17.28,39.0,352.0,0.12,12.7,129.34,0.814,0.983,0.1459,0.0086,0.41,0.982,0.0081,0.675,1.058,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
33013,Sapiston at Rectory Bridge,205.9,589559,279048,52.37666,0.78342,Sapiston,Rectory Bridge,15.6,EA-EA,33013,33,01/01/1949,,TP,,14.0,40.4,True,True,False,True,False,False,False,True,False,False,False,False,False,GEI,01/01/1949,30/09/2021,0.684,0.0,12/10/1991,10/09/2019,9.35,09/03/1952,09/03/1952,0.091,0.262,0.425,1.49,2.15,0.64,26571.0,25897.0,97.463,01/01/1949,,5.281,13.1,34.5,52.6,69.1,94.6,606.0,589.0,0.0837,0.7185,0.1427,,0.0551,0.0701,0.7021,0.1914,0.0005,0.0342,0.9902,0.0098,,,0.138,,0.7572,0.28,0.611,0.975,18.5,28.47,28.2,35.1,10.7,37.21,20.53,52.0,1.0,0.17,13.1,196.16,0.78,1.03,0.1367,0.0109,0.432,1.039,0.0198,0.697,1.043,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
33018,Tove at Cappenham Bridge,138.1,471144,248673,52.13179,-0.96206,Tove,Cappenham Bridge,80.8,EA-EA,33018,33,01/01/1962,,CB,32.0,29.0,12.0,True,True,False,True,False,False,True,True,True,True,False,False,True,EI,01/02/1962,30/09/2020,0.992,0.071,24/08/1976,26/08/1976,32.72,09/04/1998,09/04/1998,0.17,0.319,0.513,2.142,3.305,0.53,21427.0,21427.0,100.0,01/02/1962,,17.07,84.2,104.3,133.6,160.4,186.3,697.0,661.0,0.0919,0.4928,0.3717,,0.0413,0.0527,0.5228,0.3922,0.0022,0.0289,,0.6673,0.3327,,0.0227,,0.5778,0.3,0.368,0.986,37.1,41.17,31.6,40.2,11.4,22.2,11.78,132.0,85.0,0.13,84.4,132.54,0.556,0.799,0.0621,0.0065,0.532,0.579,0.0157,0.719,0.697,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
