id,name,catchment-area,easting,northing,latitude,longitude,river,location,station-level,measuring-authority-id,measuring-authority-station-id,hydrometric-area,opened,closed,station-type,bankfull-flow,structurefull-flow,sensitivity,nrfa-mean-flow,nrfa-peak-flow,feh-pooling,feh-qmed,feh-neither,nhmp,benchmark,live-data,eflag,historic-droughts,marius,outlook-analogues,outlook-esp,factors-affecting-runoff,gdf-start-date,gdf-end-date,gdf-mean-flow,gdf-min-flow,gdf-first-date-of-min,gdf-last-date-of-min,gdf-max-flow,gdf-first-date-of-max,gdf-last-date-of-max,gdf-q95-flow,gdf-q70-flow,gdf-q50-flow,gdf-q10-flow,gdf-q05-flow,gdf-base-flow-index,gdf-day-count,gdf-flow-count,gdf-percent-complete,peak-flow-start-date,peak-flow-end-date,qmed,minimum-altitude,10-percentile-altitude,50-percentile-altitude,90-percentile-altitude,maximum-altitude,saar-1941-1970,saar-1961-1990,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban,high-perm-bedrock,moderate-perm-bedrock,low-perm-bedrock,mixed-perm-bedrock,high-perm-superficial,low-perm-superficial,mixed-perm-superficial,propwet,bfihost,farl,dpsbar,sprhost,rmed-1d,rmed-2d,rmed-1h,ldp,dplbar,altbar,aspbar,aspvar,ihdtm-height,ihdtm-catchment-area,mean-flood-plain-depth,mean-flood-plain-location,mean-flood-plain-extent,urbext-1990,urbconc-1990,urbloc-1990,urbext-2000,urbconc-2000,urbloc-2000,data-summary
4008,Newhall Burn at Newhall Bridge,41.0,270225,865187,57.65782,-4.17663,Newhall Burn,Newhall Bridge,8.0,SEPA-NW,234290,4,01/08/1996,,VA,9.1,,78.0,True,False,False,False,False,False,False,True,False,False,False,False,False,,27/08/1996,30/09/2021,0.482,0.013,04/09/2018,04/09/2018,15.77,15/01/2015,15/01/2015,0.036,0.126,0.262,1.06,1.626,0.45,9166.0,9166.0,100.0,,,,7.0,48.1,130.0,193.1,255.2,799.0,777.0,0.4062,0.2306,0.2286,0.124,0.0025,0.5154,0.1754,0.3003,0.0073,0.0016,,1.0,,,0.0083,,0.9368,0.42,0.684,0.996,52.4,27.77,31.3,41.7,8.4,15.35,7.29,127.0,352.0,0.52,7.3,36.43,0.408,1.008,0.0538,0.0002,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d
6006,Allt Bhlaraidh at Invermoriston,27.5,237700,816800,57.21311,-4.68904,Allt Bhlaraidh,Invermoriston,107.0,NSHE,,6,01/01/1951,1962,CB,,5.6,33.0,True,False,False,False,False,False,False,False,False,False,False,False,False,,01/10/1953,30/09/1962,0.88,0.003,17/07/1955,13/08/1955,16.68,12/12/1961,12/12/1961,0.057,0.244,0.453,2.172,3.256,0.29,3287.0,3287.0,100.0,,,,109.1,345.0,493.2,561.2,675.9,1577.0,1550.0,0.046,,0.0075,0.8822,,0.073,,0.2712,0.5859,,,,1.0,,,0.1541,,0.7,0.277,0.75,108.9,56.07,38.0,53.9,9.9,11.74,6.27,472.0,152.0,0.32,114.2,26.16,0.37,1.113,0.0327,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
6012,Enrick at White Bridge,56.2,239190,830158,57.3335,-4.67308,Enrick,White Bridge,144.1,SEPA-NW,355980,6,21/08/2007,,VA,,,,True,True,True,True,False,False,False,True,False,False,False,False,False,,22/08/2007,30/09/2021,1.725,0.002,21/07/2013,22/07/2013,34.79,07/03/2015,07/03/2015,0.093,0.362,0.73,4.481,6.818,0.25,5154.0,5154.0,100.0,01/08/2007,,35.177,142.2,213.2,338.3,519.5,674.8,1412.0,1331.0,0.1953,,0.0884,0.7038,,0.2141,0.0008,0.1377,0.6314,0.0002,,,1.0,,,0.0015,0.0892,0.7,0.392,0.915,106.9,46.36,35.3,51.1,9.2,18.24,8.19,352.0,344.0,0.22,142.3,56.2,0.643,0.84,0.0508,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
6013,Mill Burn at Dirriebught House,9.22,267753,845238,57.47804,-4.20715,Mill Burn,Dirriebught House,11.2,SEPA-NW,234200,6,11/09/1998,,VA,8.62,,,True,False,False,False,False,False,False,True,False,False,False,False,False,,12/09/1998,30/09/2021,0.181,0.014,04/09/2003,01/10/2003,3.425,14/11/1998,14/11/1998,0.044,0.101,0.144,0.332,0.433,0.73,8420.0,8401.0,99.774,,,,11.2,32.2,149.9,237.7,291.7,790.0,781.0,0.2336,0.0797,0.3457,0.1319,0.1845,0.1974,0.0774,0.3092,0.1466,0.2694,,1.0,,,0.3679,,0.6321,0.43,0.714,0.992,47.1,27.76,31.8,41.4,8.8,8.81,4.36,138.0,333.0,0.7,11.2,9.22,0.605,0.849,0.0842,0.0653,0.801,0.369,0.092,0.865,0.403,gdf;gmf;cmr;cdr;cdr-d
7006,Lossie at Torwinny,20.0,313442,848903,57.52198,-3.44684,Lossie,Torwinny,198.5,SEPA-NW,234326,7,01/01/1986,25/05/2015,VA,,,15.2,True,False,False,False,False,False,False,False,False,False,False,False,False,N,17/03/1987,30/09/2015,0.372,0.073,21/08/1995,21/08/1995,9.754,15/11/2002,15/11/2002,0.109,0.164,0.225,0.722,1.104,0.47,10425.0,10402.0,99.779,,,,195.8,268.8,344.2,429.3,521.7,963.0,956.0,0.565,,0.1749,0.2576,,0.5612,,0.0318,0.4007,,,,1.0,,0.0271,,0.865,0.42,0.296,0.956,86.6,55.24,42.4,54.6,9.7,12.26,6.96,346.0,24.0,0.45,196.8,20.62,0.358,0.783,0.0372,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
7007,Black Burn at Monaughty,44.0,315474,858170,57.60558,-3.41616,Black Burn,Monaughty,49.0,SEPA-NW,234281,7,01/04/1990,26/09/2012,VA,,,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,P,01/04/1990,26/09/2012,0.477,0.06,31/07/1992,01/08/1992,12.92,15/11/2002,15/11/2002,0.101,0.22,0.321,0.873,1.32,0.58,8215.0,7112.0,86.573,,,,48.8,82.3,165.2,267.3,370.4,875.0,807.0,0.4813,0.1221,0.2763,0.1131,0.0042,0.4847,0.0644,0.3792,0.0702,0.0008,0.0288,,0.9712,,0.4034,,0.4881,0.42,0.654,0.983,106.7,27.3,35.9,46.6,9.0,16.31,8.42,169.0,4.0,0.4,48.8,43.18,0.418,0.838,0.0431,0.0001,,,0.0005,,,gdf;gmf;cmr;cdr;cdr-d
7009,Mosset Burn at Wardend Bridge,28.3,303930,855845,57.58239,-3.60834,Mosset Burn,Wardend Bridge,45.0,SEPA-NW,234331,7,01/01/1998,,VA,24.3,,85.0,True,False,False,False,False,False,False,True,False,False,False,False,False,N,26/10/1998,30/09/2021,0.32,0.006,23/08/2003,24/08/2003,12.81,15/11/2002,15/11/2002,0.053,0.122,0.194,0.641,0.947,0.49,8376.0,8376.0,100.0,,,,42.8,90.4,190.2,294.5,369.1,850.0,803.0,0.5013,0.0545,0.2158,0.2236,,0.514,0.0209,0.2985,0.166,0.0005,0.1914,,0.8086,,0.4937,0.0441,0.4476,0.42,0.606,0.998,61.3,33.74,37.7,48.8,9.2,13.4,8.03,192.0,332.0,0.54,43.3,28.3,0.494,0.731,0.0601,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
7010,Muckle Burn at Brodie,80.68,297947,857111,57.59245,-3.70888,Muckle Burn,Brodie,22.3,SEPA-NW,234173,7,01/01/2005,,VA,,,,True,True,True,True,False,False,False,True,False,False,False,False,False,,01/01/2005,30/09/2021,1.031,0.146,17/07/2006,17/07/2006,20.85,04/09/2009,04/09/2009,0.275,0.46,0.655,2.021,2.823,0.55,6117.0,6117.0,100.0,01/11/2005,,18.093,22.5,96.7,168.4,308.8,413.5,869.0,810.0,0.4361,0.0805,0.222,0.2573,,0.4226,0.0782,0.2595,0.2336,0.0021,0.0606,0.1901,0.7493,,0.5291,0.0973,0.3255,0.42,0.64,0.984,62.6,34.12,37.5,49.6,9.4,29.63,18.0,185.0,11.0,0.42,22.6,80.67,0.641,0.9,0.0651,0.0002,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7011,Black Burn at Pluscarden Abbey,36.37,314443,857510,57.59946,-3.43317,Black Burn,Pluscarden Abbey,53.9,SEPA-NW,486057,7,07/06/2012,,VA,,,,True,True,True,True,False,False,False,True,False,False,False,False,False,,07/06/2012,30/09/2021,0.365,0.055,25/07/2014,25/07/2014,12.03,11/08/2014,11/08/2014,0.102,0.184,0.261,0.666,0.924,0.65,3403.0,3402.0,99.971,01/06/2012,,5.205,54.8,86.2,164.6,262.9,370.4,873.0,808.0,0.4811,0.1105,0.2748,0.1261,0.005,0.4752,0.0643,0.3787,0.0806,0.0003,0.0111,,0.9889,,0.4366,,0.4384,0.42,0.661,0.98,111.5,27.08,35.9,46.8,9.0,14.81,7.94,168.0,8.0,0.33,54.9,36.38,0.4,0.867,0.0413,0.0001,,,0.0006,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7012,Lossie at Ballachraggan,31.6,313174,849606,57.52824,-3.45157,Lossie,Ballachraggan,,SEPA-NW,516803,7,27/05/2015,,VA,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,,27/05/2015,30/09/2021,0.508,0.116,26/07/2018,01/09/2018,19.2,06/06/2017,06/06/2017,0.14,0.215,0.285,1.025,1.501,0.45,2319.0,2319.0,100.0,,,,183.0,245.0,318.6,407.2,521.7,965.0,941.0,0.6336,0.0007,0.1509,0.2131,,0.6154,0.001,0.0579,0.3209,0.0007,,,1.0,,0.0393,,0.8902,0.42,0.363,0.964,77.6,50.67,41.5,53.5,9.6,13.37,6.56,322.0,2.0,0.41,183.0,31.6,0.322,0.859,0.0328,0.0,,,0.0,,,gdf;gmf
8015,Fiddich at Auchindoun,44.5,335500,839950,57.44526,-3.07628,Fiddich,Auchindoun,177.5,SEPA-NW,234158,8,01/06/1991,01/11/2010,VA,,,10.6,True,False,False,False,False,False,False,False,False,False,False,False,False,N,01/06/1991,20/09/2010,1.008,0.207,31/07/2006,31/07/2006,35.37,23/10/2002,23/10/2002,0.294,0.492,0.661,1.789,2.762,0.55,7052.0,6656.0,94.385,,,,173.8,261.0,389.5,566.8,776.0,1229.0,1034.0,0.3652,0.011,0.1443,0.4722,0.0007,0.1849,0.0213,0.1633,0.6299,0.0006,,,1.0,,,,0.6115,0.61,0.387,0.998,190.6,46.32,38.4,52.0,9.0,19.31,9.27,401.0,342.0,0.19,173.8,43.84,0.199,0.646,0.0138,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
8016,Conglass Water at Auchriachan,40.8,317550,819120,57.2553,-3.36828,Conglass Water,Auchriachan,335.0,SEPA-NW,,8,01/07/1992,31/08/1995,VA,,,12.4,True,False,False,False,False,False,False,False,False,False,False,False,False,N,01/08/1992,31/08/1995,0.807,0.192,22/08/1994,22/08/1994,9.367,16/01/1993,16/01/1993,0.239,0.41,0.545,1.524,2.323,0.56,1126.0,1099.0,97.602,,,,322.9,386.6,503.4,659.8,794.2,1170.0,1045.0,0.1338,,0.2086,0.6526,0.0007,0.116,,0.1334,0.7505,0.0001,,0.3372,0.6628,,,0.3127,0.428,0.63,0.321,1.0,157.6,51.34,37.4,51.4,9.2,12.26,6.9,512.0,313.0,0.27,323.0,40.7,0.18,0.527,0.0138,0.0006,,,0.0003,,,gdf;gmf;cmr;cdr;cdr-d
8017,Burn of Carron at Dailuaine,15.2,323680,841545,57.45775,-3.27366,Burn of Carron,Dailuaine,100.0,SEPA-NW,,8,01/01/1991,11/04/1994,VA,,,17.5,True,False,False,False,False,False,False,False,False,False,False,False,False,EI,14/01/1991,11/04/1994,0.26,0.028,13/09/1991,13/09/1991,4.798,16/01/1993,16/01/1993,0.063,0.108,0.155,0.53,0.784,0.43,1184.0,1165.0,98.395,,,,96.3,188.2,269.1,475.5,735.1,892.0,902.0,0.2472,0.0486,0.2086,0.4819,0.0096,0.2698,0.0383,0.2292,0.4556,0.0071,,,1.0,,,,0.8274,0.56,0.518,0.979,125.3,34.19,37.0,48.0,8.9,7.85,3.98,302.0,345.0,0.47,96.3,15.85,0.256,0.938,0.023,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
9006,Deskford Burn at Cullen,46.5,350418,866670,57.68712,-2.83323,Deskford Burn,Cullen,15.0,SEPA-NW,234192,9,01/12/1989,,VA,,,20.5,True,True,True,True,False,False,False,True,False,False,False,False,False,I,01/12/1989,30/09/2021,0.576,0.036,31/08/2018,01/09/2018,23.01,11/08/2014,11/08/2014,0.088,0.201,0.322,1.141,1.721,0.47,11627.0,8889.0,76.451,05/02/2010,,21.783,7.3,49.1,144.2,229.6,318.5,827.0,823.0,0.4067,0.3302,0.2327,0.0263,0.0003,0.4406,0.3431,0.2053,0.0078,0.0031,,0.2376,0.7558,0.0066,0.1504,0.0108,0.7916,0.43,0.549,0.996,77.6,33.0,32.5,44.3,8.0,15.12,7.98,141.0,27.0,0.27,7.9,47.13,0.282,0.756,0.0309,0.0015,,,0.0003,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
9007,Forgue Burn at Inverkeithny,88.3,362715,846967,57.51134,-2.62397,Forgue Burn,Inverkeithny,51.0,SEPA-NW,,9,01/04/1990,31/08/1995,VA,,,15.5,True,False,False,False,False,False,False,False,False,False,False,False,False,N,01/04/1990,31/08/1995,0.941,0.116,02/09/1994,02/09/1994,11.19,07/10/1993,07/10/1993,0.182,0.431,0.649,1.896,2.6,0.67,1979.0,1886.0,95.301,,,,48.7,102.8,155.5,231.2,343.3,883.0,873.0,0.1009,0.5362,0.3329,0.0251,0.0049,0.1126,0.4172,0.4479,0.0207,0.0013,,,1.0,,0.0315,,0.822,0.45,0.587,0.999,77.5,30.08,31.3,44.0,7.9,18.16,10.11,160.0,4.0,0.13,49.2,87.73,0.368,0.995,0.0458,0.0021,,,0.0009,,,gdf;gmf;cmr;cdr;cdr-d
9008,Burn of Boyne at Scotsmill,53.0,360750,865070,57.67377,-2.6597,Burn of Boyne,Scotsmill,31.0,SEPA-NW,234303,9,21/12/1999,31/07/2011,VA,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,,21/12/1999,30/04/2011,0.792,0.04,25/07/2006,25/07/2006,37.4,26/04/2000,26/04/2000,0.094,0.214,0.369,1.464,2.602,0.34,4149.0,3941.0,94.987,,,,28.5,58.9,118.6,204.5,425.9,849.0,826.0,0.1746,0.4663,0.2828,0.0663,0.0099,0.1614,0.4546,0.3022,0.0776,0.0041,,,1.0,,0.0467,0.0119,0.932,0.43,0.454,0.996,52.5,35.59,31.4,42.6,7.8,18.11,10.79,126.0,43.0,0.32,28.5,52.7,0.554,0.876,0.0677,0.001,,,0.0015,,,gdf;gmf;cmr;cdr;cdr-d
12004,Girnock Burn at Littlemill,30.3,332248,795485,57.04544,-3.11829,Girnock Burn,Littlemill,245.4,SEPA-NE,234265,12,01/07/1969,2012-01,VA,40.0,,42.0,True,False,False,False,False,False,False,True,False,False,False,False,False,N,01/07/1969,31/12/2011,0.529,0.005,22/06/1992,24/06/1992,28.17,09/09/1995,09/09/1995,0.044,0.155,0.28,1.126,1.795,0.38,15524.0,15457.0,99.568,,,,246.1,314.3,405.6,513.6,855.3,1099.0,935.0,0.076,0.0011,0.074,0.8464,,0.0546,0.0002,0.0299,0.9141,0.0012,,,1.0,,,0.0923,0.6158,0.68,0.464,1.0,161.6,40.6,33.5,46.0,8.1,11.46,6.26,411.0,27.0,0.19,246.6,29.56,0.371,0.843,0.031,0.0,,,0.0,,,gdf;gmf;nmf;cmr;cdr;cdr-d
12009,Water of Dye at Charr,41.7,362411,783457,56.94085,-2.6194,Water of Dye,Charr,239.0,SEPA-NE,234183,12,01/01/1990,,FL,30.0,,8.2,True,False,False,False,False,False,False,True,False,False,False,False,False,P,04/05/1957,30/09/2019,1.279,0.094,20/08/1994,20/08/1994,32.0,04/11/1984,06/11/1984,0.198,0.421,0.627,2.809,4.54,0.37,22795.0,17597.0,77.197,,,,235.0,321.2,417.9,529.2,774.6,1264.0,1278.0,0.0002,,0.0428,0.9562,0.0003,0.0046,0.0008,0.0643,0.9298,0.0005,,,1.0,,,0.6253,0.3404,0.54,0.284,1.0,144.6,55.63,46.6,61.6,8.8,11.17,5.77,420.0,110.0,0.14,235.7,42.03,0.158,0.725,0.0118,0.0,,,0.0,,,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d
13010,Brothock Water at Arbroath,50.0,363954,741852,56.56723,-2.58817,Brothock Water,Arbroath,8.0,SEPA-NE,14922,13,01/01/1989,,VA,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,I,01/01/1989,30/09/2021,0.585,0.048,23/08/1995,23/08/1995,12.49,04/10/2020,04/10/2020,0.093,0.191,0.297,1.241,2.01,0.48,11961.0,11961.0,100.0,,,,6.5,31.1,54.9,108.8,182.4,731.0,708.0,0.1075,0.6415,0.18,0.029,0.0419,0.0613,0.7105,0.1745,0.0002,0.0536,,0.9509,0.0491,,0.1912,,0.8088,0.36,0.57,0.994,33.6,43.47,35.7,45.3,8.2,12.45,6.59,63.0,89.0,0.33,6.5,44.2,0.662,0.916,0.099,0.0073,0.415,0.112,0.016,0.736,0.369,gdf;gmf;cmr;cdr;cdr-d
14005,Motray Water at St Michaels,60.0,344033,722381,56.39037,-2.90811,Motray Water,St Michaels,19.0,SEPA-NE,14930,14,01/01/1983,,VA,,,18.7,True,False,False,False,False,False,False,True,False,False,False,False,False,I,01/01/1984,30/09/2021,0.578,0.039,30/07/2006,30/07/2006,12.78,01/04/1992,01/04/1992,0.1,0.212,0.342,1.243,1.801,0.57,13788.0,13788.0,100.0,,,,7.6,24.6,78.4,140.0,278.8,749.0,723.0,0.0915,0.5836,0.2989,0.0046,0.0148,0.0796,0.5119,0.3733,0.0232,0.0109,,0.2624,0.7376,,0.2623,,0.4054,0.41,0.634,0.997,91.4,32.54,32.9,42.1,8.2,19.8,10.92,80.0,97.0,0.09,7.6,58.3,0.529,0.888,0.0646,0.0002,,,0.0011,,,gdf;gmf;cmr;cdr;cdr-d
14009,Eden at Strathmiglo,26.0,322508,710163,56.27758,-3.25308,Eden,Strathmiglo,47.8,SEPA-NE,14931,14,01/01/1989,,VA,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,N,01/01/1991,30/09/2021,0.509,0.036,15/08/2006,15/08/2006,13.67,22/10/2002,22/10/2002,0.103,0.208,0.318,1.014,1.508,0.57,11231.0,11231.0,100.0,,,,48.4,83.9,147.3,217.6,435.1,968.0,931.0,0.0687,0.5898,0.272,0.0367,0.0283,0.0521,0.5322,0.3462,0.0558,0.0137,0.6,,0.4,,,,0.8437,0.45,0.628,1.0,78.6,31.42,37.8,48.7,8.7,14.26,8.31,154.0,71.0,0.18,48.4,29.9,0.331,0.811,0.0388,0.0014,,,0.0038,,,gdf;gmf;cmr;cdr;cdr-d
15002,Newton Burn at Newton,15.4,323000,760500,56.72978,-3.26004,Newton Burn,Newton,256.0,TRWS,,15,01/10/1960,30/09/1968,TP,,21.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,,01/10/1959,30/09/1968,0.486,0.099,13/07/1962,18/07/1962,5.678,03/02/1960,03/02/1960,0.139,0.229,0.32,1.022,1.356,0.58,3288.0,3257.0,99.057,,,,235.9,311.8,442.8,640.9,797.2,1234.0,1199.0,0.5049,0.0006,0.13,0.3636,,0.5223,0.0023,0.1457,0.327,0.0022,,,1.0,,,0.1674,0.4421,0.68,0.462,1.0,198.4,39.29,44.2,59.6,8.8,14.4,7.71,460.0,178.0,0.22,235.9,16.78,0.218,0.877,0.0152,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
15004,Inzion at Loch of Lintrathen,24.7,328000,755900,56.68926,-3.17706,Inzion,Loch of Lintrathen,199.0,TRWS,,15,01/01/1927,30/09/1968,TP,,10.5,,True,False,False,False,False,False,False,False,False,False,False,False,False,,01/01/1927,30/09/1968,0.555,0.063,20/07/1968,23/07/1968,6.286,14/03/1963,14/03/1963,0.13,0.266,0.399,1.11,1.487,0.64,15249.0,7822.0,51.295,,,,211.4,246.7,369.7,490.9,673.8,1103.0,1081.0,0.0457,0.0219,0.3032,0.6276,,0.0697,0.0089,0.3155,0.6056,,,0.0574,0.9426,,0.0653,,0.364,0.53,0.529,0.997,187.7,35.63,44.2,56.6,8.8,11.13,6.39,371.0,171.0,0.27,211.4,24.47,0.29,0.44,0.0291,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
15005,Melgan at Loch of Lintrathen,40.9,327500,755800,56.68829,-3.18519,Melgan,Loch of Lintrathen,212.0,TRWS,,15,01/01/1927,30/09/1968,TP,,15.8,,True,False,False,False,False,False,False,False,False,False,False,False,False,S,01/01/1927,30/09/1968,1.0,0.021,12/08/1968,12/08/1968,13.4,06/10/1966,06/10/1966,0.216,0.459,0.677,2.036,2.872,0.58,15249.0,8429.0,55.276,,,,209.6,266.9,399.6,531.6,676.4,1137.0,1117.0,0.1993,0.0118,0.1955,0.5511,,0.2308,0.0024,0.2726,0.4537,0.0007,,0.0613,0.9387,,0.0454,0.0541,0.4203,0.57,0.478,0.812,165.8,38.16,43.8,57.7,8.7,17.93,10.52,399.0,193.0,0.21,209.6,41.92,0.217,0.558,0.018,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
15027,Garry Burn at Loakmill,20.0,307480,733943,56.48846,-3.50409,Garry Burn,Loakmill,55.0,SEPA-NE,14939,15,04/03/1986,09/05/2011,VA,,,35.3,True,False,False,False,False,False,False,False,False,False,False,False,False,I,01/01/1987,09/05/2011,0.419,0.011,16/08/1995,17/08/1995,12.27,16/01/1993,16/01/1993,0.034,0.123,0.232,0.981,1.361,0.45,8895.0,8895.0,100.0,,,,55.1,80.9,122.4,315.9,400.3,1046.0,947.0,0.1925,0.277,0.3758,0.1137,0.0229,0.0658,0.2666,0.3974,0.2539,0.0164,,0.7844,0.2156,,0.213,,0.4877,0.46,0.574,0.999,110.9,37.07,37.2,48.0,8.7,12.12,5.92,162.0,132.0,0.3,55.1,22.57,0.483,0.608,0.0591,0.0069,0.432,0.739,0.0116,0.749,0.421,gdf;gmf;cmr;cdr;cdr-d
15028,Ordie Burn at Luncarty,54.0,309050,731179,56.46394,-3.47764,Ordie Burn,Luncarty,25.0,SEPA-NE,14940,15,13/05/1985,,VA,,,10.7,True,False,False,False,False,False,False,True,False,False,False,False,False,I,01/01/1986,30/09/2021,1.198,0.008,03/09/2013,05/09/2013,37.36,16/01/1993,16/01/1993,0.099,0.362,0.636,2.781,4.039,0.43,13057.0,12327.0,94.409,,,,21.5,58.8,112.2,301.9,451.5,1024.0,933.0,0.1989,0.3364,0.331,0.1023,0.0091,0.1064,0.3361,0.3423,0.2076,0.0067,,0.8508,0.1492,,0.1766,,0.5787,0.46,0.591,0.991,90.1,36.6,37.2,47.8,8.7,17.09,8.87,146.0,115.0,0.33,21.9,57.35,0.49,0.713,0.0551,0.0027,,,0.0046,,,gdf;gmf;cmr;cdr;cdr-d
15029,Alyth Burn at Pitcrocknie,32.0,325719,748450,56.62199,-3.21214,Alyth Burn,Pitcrocknie,84.4,SEPA-NE,,15,01/04/1991,31/10/1995,VA,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,I,01/01/1991,31/12/1994,0.425,0.014,08/08/1994,08/08/1994,5.785,16/01/1993,16/01/1993,0.042,0.149,0.267,0.981,1.424,0.46,1461.0,1461.0,100.0,,,,84.2,131.1,242.1,378.6,463.0,964.0,920.0,0.1536,0.1548,0.4689,0.191,0.0202,0.1756,0.0702,0.525,0.2059,0.0227,,0.5032,0.4968,,,0.0528,0.4928,0.46,0.587,1.0,90.5,33.08,34.8,45.4,8.1,17.11,8.79,248.0,145.0,0.31,84.5,30.08,0.486,0.763,0.0469,0.0063,0.714,0.157,0.0096,0.771,0.16,gdf;gmf;cmr;cdr;cdr-d
15046,Garry Burn at Loakmill,22.25,307200,734300,56.49161,-3.50876,Garry Burn,Loakmill,,SEPA-NE,474477,15,2010-04,,VA,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,I,23/04/2010,30/09/2021,0.39,0.009,05/09/2013,05/09/2013,6.289,29/09/2010,29/09/2010,0.045,0.128,0.226,0.879,1.296,0.47,4179.0,3878.0,92.797,,,,59.1,81.9,123.9,316.9,400.3,1049.0,949.0,0.1939,0.2751,0.377,0.1154,0.0232,0.0659,0.261,0.3987,0.2578,0.0166,,0.7812,0.2188,,0.213,,0.4833,0.46,0.574,0.999,111.4,37.0,37.3,48.0,8.8,11.69,5.55,163.0,131.0,0.31,59.1,22.25,0.475,0.583,0.0588,0.007,0.432,0.713,0.0117,0.75,0.376,gdf;gmf
17008,South Queich at Kinross,33.6,311809,701570,56.19854,-3.42294,South Queich,Kinross,108.2,SEPA-SE,14903,17,01/01/1967,,VA,104.92,,,True,False,False,False,False,False,False,True,False,False,False,False,False,N,01/01/1988,19/06/2020,0.943,0.05,07/06/2020,19/06/2020,47.8,16/01/1993,16/01/1993,0.131,0.314,0.516,2.009,3.083,0.44,11859.0,9746.0,82.182,,,,108.5,124.7,162.2,357.7,490.3,1128.0,1167.0,0.1127,0.3399,0.4843,0.0374,0.0174,0.1421,0.2413,0.5885,0.0109,0.015,0.1236,,0.8764,,0.3156,,0.2974,0.45,0.578,0.997,90.7,33.15,39.3,53.2,9.0,17.43,8.0,205.0,106.0,0.3,108.8,34.72,1.025,0.568,0.1292,0.0021,0.038,0.017,0.0026,0.045,0.016,gdf;gmf;cmr;cdr;cdr-d
17012,Red Burn at Castlecary,22.0,278794,678013,55.97974,-3.94405,Red Burn,Castlecary,45.0,SEPA-SE,,17,01/01/1977,31/12/2009,VA,37.1,,,True,False,False,False,False,False,False,False,False,False,False,False,False,E,01/03/1986,31/12/2009,0.671,0.065,06/06/2004,06/06/2004,29.62,10/12/1994,10/12/1994,0.117,0.213,0.34,1.515,2.358,0.34,8707.0,8230.0,94.522,,,,48.0,90.9,131.0,169.6,183.9,1134.0,1172.0,0.1846,0.0156,0.3784,0.1585,0.2517,0.2342,0.014,0.3398,0.141,0.271,0.974,0.026,,,,0.2033,0.7967,0.58,0.329,0.995,55.4,42.45,37.4,49.5,8.8,9.89,5.07,130.0,325.0,0.19,48.0,21.7,11.6,1.208,0.1097,0.0761,0.655,0.974,0.1391,0.846,0.963,gdf;gmf;cmr;cdr;cdr-d
17015,North Queich at Lathro,23.1,311503,704113,56.22132,-3.42872,North Queich,Lathro,114.1,SEPA-SE,14902,17,01/01/1983,,VA,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,N,01/01/1987,30/09/2021,0.73,0.032,24/07/1989,24/07/1989,21.66,16/01/1993,16/01/1993,0.084,0.231,0.406,1.689,2.529,0.42,12692.0,12628.0,99.496,,,,114.0,129.8,253.6,377.2,492.3,1175.0,1202.0,0.1968,0.2568,0.5032,0.0192,0.0173,0.1999,0.1755,0.5946,0.0251,0.0041,0.0323,,0.9677,,0.0687,,0.3872,0.45,0.557,1.0,100.5,33.33,39.7,54.3,9.3,13.07,8.05,249.0,133.0,0.44,114.0,24.6,0.647,0.54,0.0754,0.0005,,,0.0014,,,gdf;gmf;cmr;cdr;cdr-d
